file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,functional_traceback,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_069__gpt5_model__constraint__r1.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,constraint,1,success,,,167.0,8.0,4.0,1.0,1.0,7.0,0.041916,"[""search""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,-0.638805214947712
humaneval_069__gpt5_model__constraint__r2.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,constraint,2,success,,,142.0,8.0,4.0,1.0,1.0,7.0,0.049296,"[""search""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,-0.38097771740909153
humaneval_069__gpt5_model__constraint__r3.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,constraint,3,success,,,134.0,9.0,3.0,0.0,1.0,6.0,0.044776,"[""search""]",True,True,,,,True,-0.13805475638678374,0.35271883467210013,-0.7786582023491436,-0.3158540555843367,-0.5388883256576774
humaneval_069__gpt5_model__constraint__r4.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,constraint,4,success,,,142.0,8.0,4.0,1.0,1.0,7.0,0.049296,"[""search""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,-0.38097771740909153
humaneval_069__gpt5_model__constraint__r5.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,constraint,5,success,,,142.0,8.0,4.0,1.0,1.0,7.0,0.049296,"[""search""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,-0.38097771740909153
humaneval_069__gpt5_model__optimized__r1.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,optimized,1,success,,,64.0,8.0,2.0,1.0,1.0,6.0,0.09375,"[""search""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,1.1720661275206974
humaneval_069__gpt5_model__optimized__r2.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,optimized,2,success,,,71.0,8.0,2.0,1.0,1.0,5.0,0.070423,"[""search""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.35711463225194345
humaneval_069__gpt5_model__optimized__r3.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,optimized,3,success,,,71.0,8.0,2.0,1.0,1.0,5.0,0.070423,"[""search""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.35711463225194345
humaneval_069__gpt5_model__optimized__r4.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,optimized,4,success,,,72.0,8.0,3.0,1.0,1.0,6.0,0.083333,"[""search""]",True,True,,,,True,-0.7272450279131517,0.35271883467210013,0.12528863554427352,-0.3158540555843367,0.8081380730681486
humaneval_069__gpt5_model__optimized__r5.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,optimized,5,success,,,63.0,9.0,2.0,1.0,1.0,6.0,0.095238,"[""search""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,1.2240508587317362
humaneval_069__gpt5_model__readable__r1.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,readable,1,success,,,162.0,9.0,3.0,0.0,1.0,5.0,0.030864,"[""search""]",True,True,,,,True,-0.13805475638678374,0.35271883467210013,-0.7786582023491436,-0.3158540555843367,-1.0249176137006708
humaneval_069__gpt5_model__readable__r2.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,readable,2,success,,,81.0,9.0,2.0,0.0,1.0,5.0,0.061728,"[""search""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,-0.7786582023491436,-0.3158540555843367,0.053346327225072605
humaneval_069__gpt5_model__readable__r3.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,readable,3,success,,,134.0,10.0,3.0,0.0,1.0,6.0,0.044776,"[""search""]",True,True,,,,True,0.4511355151395842,0.35271883467210013,-0.7786582023491436,-0.3158540555843367,-0.5388883256576774
humaneval_069__gpt5_model__readable__r4.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,readable,4,success,,,81.0,9.0,2.0,0.0,1.0,5.0,0.061728,"[""search""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,-0.7786582023491436,-0.3158540555843367,0.053346327225072605
humaneval_069__gpt5_model__readable__r5.json,humaneval_069,HumanEval/69,Search,search,gpt5_model,gpt-5-mini,openai,readable,5,success,,,141.0,9.0,3.0,0.0,1.0,6.0,0.042553,"[""search""]",True,True,,,,True,-0.13805475638678374,0.35271883467210013,-0.7786582023491436,-0.3158540555843367,-0.6165509986967499
humaneval_070__claude_model__basic__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,basic,1,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__basic__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,basic,2,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__basic__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,basic,3,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__basic__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,basic,4,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__basic__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,basic,5,success,,,65.0,10.0,1.0,1.0,1.0,3.0,0.046154,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.4907465517270245
humaneval_070__claude_model__concise__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,concise,1,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__concise__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,concise,2,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__concise__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,concise,3,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__concise__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,concise,4,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__concise__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,concise,5,success,,,93.0,9.0,1.0,1.0,1.0,3.0,0.032258,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9762168641655979
humaneval_070__claude_model__constraint__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,constraint,1,success,,,90.0,9.0,1.0,1.0,1.0,3.0,0.033333,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9386606907436444
humaneval_070__claude_model__constraint__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,constraint,2,success,,,90.0,9.0,1.0,1.0,1.0,3.0,0.033333,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9386606907436444
humaneval_070__claude_model__constraint__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,constraint,3,success,,,90.0,9.0,1.0,1.0,1.0,3.0,0.033333,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9386606907436444
humaneval_070__claude_model__constraint__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,constraint,4,success,,,90.0,9.0,1.0,1.0,1.0,3.0,0.033333,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9386606907436444
humaneval_070__claude_model__constraint__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,constraint,5,success,,,90.0,9.0,1.0,1.0,1.0,3.0,0.033333,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9386606907436444
humaneval_070__claude_model__optimized__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,optimized,1,success,,,226.0,12.0,2.0,4.0,1.0,8.0,0.035398,"[""strange_sort_list""]",True,True,,,,True,1.6295160581923203,-0.0652842827677238,2.8371291492245247,-0.3158540555843367,-0.8665179017982175
humaneval_070__claude_model__optimized__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,optimized,2,success,,,226.0,12.0,2.0,4.0,1.0,8.0,0.035398,"[""strange_sort_list""]",True,True,,,,True,1.6295160581923203,-0.0652842827677238,2.8371291492245247,-0.3158540555843367,-0.8665179017982175
humaneval_070__claude_model__optimized__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,optimized,3,success,,,154.0,11.0,2.0,1.0,1.0,5.0,0.032468,"[""strange_sort_list""]",True,True,,,,True,1.0403257866659523,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.9688803093575886
humaneval_070__claude_model__optimized__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,optimized,4,success,,,154.0,11.0,2.0,1.0,1.0,5.0,0.032468,"[""strange_sort_list""]",True,True,,,,True,1.0403257866659523,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.9688803093575886
humaneval_070__claude_model__optimized__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,optimized,5,success,,,154.0,11.0,2.0,1.0,1.0,5.0,0.032468,"[""strange_sort_list""]",True,True,,,,True,1.0403257866659523,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.9688803093575886
humaneval_070__claude_model__readable__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,readable,1,success,,,81.0,9.0,1.0,1.0,1.0,3.0,0.037037,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.8092578383204668
humaneval_070__claude_model__readable__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,readable,2,success,,,81.0,9.0,1.0,1.0,1.0,3.0,0.037037,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.8092578383204668
humaneval_070__claude_model__readable__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,readable,3,success,,,81.0,9.0,1.0,1.0,1.0,3.0,0.037037,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.8092578383204668
humaneval_070__claude_model__readable__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,readable,4,success,,,81.0,9.0,1.0,1.0,1.0,3.0,0.037037,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.8092578383204668
humaneval_070__claude_model__readable__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,claude_model,claude-sonnet-4-6,anthropic,readable,5,success,,,81.0,9.0,1.0,1.0,1.0,3.0,0.037037,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.8092578383204668
humaneval_070__deepseek_model__basic__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,basic,1,success,,,94.0,9.0,2.0,1.0,1.0,5.0,0.053191,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.24490209370815277
humaneval_070__deepseek_model__basic__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,basic,2,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__basic__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,basic,3,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__basic__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,basic,4,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__basic__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,basic,5,success,,,106.0,9.0,2.0,1.0,1.0,5.0,0.04717,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.45525160084636906
humaneval_070__deepseek_model__concise__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,concise,1,success,,,49.0,10.0,1.0,1.0,1.0,3.0,0.061224,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.03573859568584982
humaneval_070__deepseek_model__concise__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,concise,2,success,,,49.0,10.0,1.0,1.0,1.0,3.0,0.061224,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.03573859568584982
humaneval_070__deepseek_model__concise__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,concise,3,success,,,49.0,10.0,1.0,1.0,1.0,3.0,0.061224,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.03573859568584982
humaneval_070__deepseek_model__concise__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,concise,4,success,,,49.0,10.0,1.0,1.0,1.0,3.0,0.061224,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.03573859568584982
humaneval_070__deepseek_model__concise__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,concise,5,success,,,49.0,10.0,1.0,1.0,1.0,3.0,0.061224,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.03573859568584982
humaneval_070__deepseek_model__constraint__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,constraint,1,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__constraint__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,constraint,2,success,,,94.0,9.0,2.0,1.0,1.0,5.0,0.053191,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.24490209370815277
humaneval_070__deepseek_model__constraint__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,constraint,3,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__constraint__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,constraint,4,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__constraint__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,constraint,5,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__optimized__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,optimized,1,success,,,106.0,9.0,2.0,1.0,1.0,5.0,0.04717,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.45525160084636906
humaneval_070__deepseek_model__optimized__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,optimized,2,success,,,106.0,9.0,2.0,1.0,1.0,5.0,0.04717,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.45525160084636906
humaneval_070__deepseek_model__optimized__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,optimized,3,success,,,106.0,9.0,2.0,1.0,1.0,5.0,0.04717,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.45525160084636906
humaneval_070__deepseek_model__optimized__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,optimized,4,success,,,107.0,9.0,2.0,1.0,1.0,6.0,0.056075,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.14414674101148864
humaneval_070__deepseek_model__optimized__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,optimized,5,success,,,94.0,9.0,2.0,1.0,1.0,5.0,0.053191,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.24490209370815277
humaneval_070__deepseek_model__readable__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,readable,1,success,,,60.0,10.0,2.0,1.0,1.0,5.0,0.083333,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.8081380730681486
humaneval_070__deepseek_model__readable__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,readable,2,success,,,60.0,10.0,2.0,1.0,1.0,5.0,0.083333,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.8081380730681486
humaneval_070__deepseek_model__readable__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,readable,3,success,,,49.0,10.0,1.0,1.0,1.0,3.0,0.061224,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.03573859568584982
humaneval_070__deepseek_model__readable__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,readable,4,success,,,90.0,9.0,1.0,1.0,1.0,3.0,0.033333,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.9386606907436444
humaneval_070__deepseek_model__readable__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,deepseek_model,deepseek-chat,deepseek,readable,5,success,,,103.0,9.0,2.0,1.0,1.0,5.0,0.048544,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.40724957081682095
humaneval_070__gpt5_model__basic__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,basic,1,success,,,114.0,9.0,2.0,1.0,1.0,5.0,0.04386,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.5708896790107095
humaneval_070__gpt5_model__basic__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,basic,2,success,,,117.0,9.0,2.0,1.0,1.0,5.0,0.042735,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.6101926511964749
humaneval_070__gpt5_model__basic__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,basic,3,success,,,117.0,9.0,2.0,1.0,1.0,5.0,0.042735,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.6101926511964749
humaneval_070__gpt5_model__basic__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,basic,4,success,,,117.0,9.0,2.0,1.0,1.0,5.0,0.042735,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.6101926511964749
humaneval_070__gpt5_model__basic__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,basic,5,success,,,188.0,9.0,3.0,1.0,1.0,6.0,0.031915,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,0.35271883467210013,0.12528863554427352,-0.3158540555843367,-0.9881999036853469
humaneval_070__gpt5_model__concise__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,concise,1,success,,,115.0,9.0,2.0,1.0,1.0,5.0,0.043478,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_070__gpt5_model__concise__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,concise,2,success,,,115.0,9.0,2.0,1.0,1.0,5.0,0.043478,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_070__gpt5_model__concise__r3.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,concise,3,success,,,115.0,9.0,2.0,1.0,1.0,5.0,0.043478,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_070__gpt5_model__concise__r4.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,concise,4,success,,,115.0,9.0,2.0,1.0,1.0,5.0,0.043478,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_070__gpt5_model__concise__r5.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,concise,5,success,,,115.0,9.0,2.0,1.0,1.0,5.0,0.043478,"[""strange_sort_list""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_070__gpt5_model__constraint__r1.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,constraint,1,success,,,237.0,10.0,3.0,2.0,1.0,6.0,0.025316,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,0.35271883467210013,1.0292354734376907,-0.3158540555843367,-1.2187424045332274
humaneval_070__gpt5_model__constraint__r2.json,humaneval_070,HumanEval/70,Strange Sort List,strange_sort_list,gpt5_model,gpt-5-mini,openai,constraint,2,success,,,223.0,10.0,3.0,2.0,1.0,6.0,0.026906,"[""strange_sort_list""]",True,True,,,,True,0.4511355151395842,0.35271883467210013,1.0292354734376907,-0.3158540555843367,-1.1631942038440124
