file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_077__claude_model__paraphrase__paraphrase_b__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,1,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_b__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,2,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_b__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,3,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_b__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,4,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_b__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_c__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,1,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_c__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,2,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_c__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,3,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_c__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,4,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__claude_model__paraphrase__paraphrase_c__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__claude_model__paraphrase__paraphrase_d__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,1,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_d__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,2,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_d__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,3,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_d__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,4,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_d__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_e__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,1,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_e__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,2,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_e__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,3,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_e__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,4,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__claude_model__paraphrase__paraphrase_e__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__deepseek_model__paraphrase__paraphrase_a__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_a,1,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_a__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_a,2,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_a__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_a,3,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_a__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_a,4,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_a__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_b__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_b,1,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_b__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_b,2,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_b__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_b,3,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_b__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_b,4,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_b__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_c__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_c,1,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_c__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_c,2,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_c__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_c,3,success,,,41.0,7.0,1.0,0.0,1.0,2.0,0.04878,"[""iscube""]",True,True,,,True,-1.304839254245729,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.3763381911676912
humaneval_077__deepseek_model__paraphrase__paraphrase_c__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_c,4,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_c__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_d__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_d,1,success,,,36.0,9.0,1.0,0.0,1.0,2.0,0.055556,"[""iscube""]",True,True,,,True,-0.1647397821525855,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.1420857808991735
humaneval_077__deepseek_model__paraphrase__paraphrase_d__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_d,2,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_d__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_d,3,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_d__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_d,4,success,,,36.0,9.0,1.0,0.0,1.0,2.0,0.055556,"[""iscube""]",True,True,,,True,-0.1647397821525855,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.1420857808991735
humaneval_077__deepseek_model__paraphrase__paraphrase_d__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,success,,,36.0,9.0,1.0,0.0,1.0,2.0,0.055556,"[""iscube""]",True,True,,,True,-0.1647397821525855,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.1420857808991735
humaneval_077__deepseek_model__paraphrase__paraphrase_e__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_e,1,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_e__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_e,2,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_e__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_e,3,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_e__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_e,4,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__deepseek_model__paraphrase__paraphrase_e__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,success,,,65.0,8.0,1.0,0.0,1.0,3.0,0.046154,"[""iscube""]",True,True,,,True,-0.7347895181991573,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.4671213714163816
humaneval_077__gpt5_model__paraphrase__paraphrase_a__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_a,1,success,,,108.0,10.0,3.0,1.0,1.0,7.0,0.064815,"[""iscube""]",True,True,,,True,0.4053099538939863,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.1780061710896404
humaneval_077__gpt5_model__paraphrase__paraphrase_a__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_a,2,success,,,151.0,10.0,5.0,2.0,1.0,10.0,0.066225,"[""iscube""]",True,True,,,True,0.4053099538939863,1.2644118314063388,1.20807958800039,-0.31167166746947106,0.2267511383975819
humaneval_077__gpt5_model__paraphrase__paraphrase_a__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_a,3,success,,,136.0,8.0,4.0,2.0,1.0,9.0,0.066176,"[""iscube""]",True,True,,,True,-0.7347895181991573,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.2250571643563837
humaneval_077__gpt5_model__paraphrase__paraphrase_a__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_a,4,success,,,144.0,9.0,4.0,2.0,1.0,9.0,0.0625,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.09797454036773698
humaneval_077__gpt5_model__paraphrase__paraphrase_a__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,success,,,169.0,8.0,5.0,2.0,1.0,10.0,0.059172,"[""iscube""]",True,True,,,True,-0.7347895181991573,1.2644118314063388,1.20807958800039,-0.31167166746947106,-0.01707741083852421
humaneval_077__gpt5_model__paraphrase__paraphrase_b__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_b,1,success,,,128.0,8.0,4.0,1.0,1.0,8.0,0.0625,"[""iscube""]",True,True,,,True,-0.7347895181991573,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.09797454036773698
humaneval_077__gpt5_model__paraphrase__paraphrase_b__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_b,2,success,,,112.0,10.0,3.0,1.0,1.0,6.0,0.053571,"[""iscube""]",True,True,,,True,0.4053099538939863,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.2107090150170908
humaneval_077__gpt5_model__paraphrase__paraphrase_b__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_b,3,success,,,111.0,9.0,5.0,1.0,1.0,9.0,0.081081,"[""iscube""]",True,True,,,True,-0.1647397821525855,1.2644118314063388,0.24087621279762858,-0.31167166746947106,0.7403364109697624
humaneval_077__gpt5_model__paraphrase__paraphrase_b__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_b,4,success,,,135.0,10.0,4.0,2.0,1.0,8.0,0.059259,"[""iscube""]",True,True,,,True,0.4053099538939863,0.8441379977805259,1.20807958800039,-0.31167166746947106,-0.014069742642927945
humaneval_077__gpt5_model__paraphrase__paraphrase_b__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,success,,,94.0,8.0,3.0,1.0,1.0,7.0,0.074468,"[""iscube""]",True,True,,,True,-0.7347895181991573,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.5117190572056383
humaneval_077__gpt5_model__paraphrase__paraphrase_c__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_c,1,success,,,150.0,9.0,4.0,2.0,1.0,9.0,0.06,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.011547293367841117
humaneval_077__gpt5_model__paraphrase__paraphrase_c__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_c,2,success,,,144.0,10.0,4.0,2.0,1.0,9.0,0.0625,"[""iscube""]",True,True,,,True,0.4053099538939863,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.09797454036773698
humaneval_077__gpt5_model__paraphrase__paraphrase_c__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_c,3,success,,,132.0,9.0,4.0,2.0,1.0,9.0,0.068182,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.29440638734910035
humaneval_077__gpt5_model__paraphrase__paraphrase_c__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_c,4,success,,,108.0,10.0,3.0,1.0,1.0,6.0,0.055556,"[""iscube""]",True,True,,,True,0.4053099538939863,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.1420857808991735
humaneval_077__gpt5_model__paraphrase__paraphrase_c__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,success,,,139.0,9.0,4.0,2.0,1.0,9.0,0.064748,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.1756899208700433
humaneval_077__gpt5_model__paraphrase__paraphrase_d__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_d,1,success,,,102.0,9.0,4.0,1.0,1.0,8.0,0.078431,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.648723529149873
humaneval_077__gpt5_model__paraphrase__paraphrase_d__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_d,2,success,,,108.0,8.0,3.0,1.0,1.0,7.0,0.064815,"[""iscube""]",True,True,,,True,-0.7347895181991573,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.1780061710896404
humaneval_077__gpt5_model__paraphrase__paraphrase_d__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_d,3,success,,,140.0,9.0,4.0,2.0,1.0,9.0,0.064286,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.1597181656244624
humaneval_077__gpt5_model__paraphrase__paraphrase_d__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_d,4,success,,,92.0,9.0,3.0,1.0,1.0,7.0,0.076087,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.5676893423627707
humaneval_077__gpt5_model__paraphrase__paraphrase_d__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,success,,,106.0,10.0,3.0,1.0,1.0,6.0,0.056604,"[""iscube""]",True,True,,,True,0.4053099538939863,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.10585547895681718
humaneval_077__gpt5_model__paraphrase__paraphrase_e__r1.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_e,1,success,,,133.0,12.0,4.0,1.0,1.0,8.0,0.06015,"[""iscube""]",True,True,,,True,1.5454094259871298,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.016732928187835013
humaneval_077__gpt5_model__paraphrase__paraphrase_e__r2.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_e,2,success,,,118.0,10.0,3.0,1.0,1.0,6.0,0.050847,"[""iscube""]",True,True,,,True,0.4053099538939863,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.30488014334817715
humaneval_077__gpt5_model__paraphrase__paraphrase_e__r3.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_e,3,success,,,137.0,8.0,4.0,2.0,1.0,9.0,0.065693,"[""iscube""]",True,True,,,True,-0.7347895181991573,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.20835942023600393
humaneval_077__gpt5_model__paraphrase__paraphrase_e__r4.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_e,4,success,,,110.0,8.0,3.0,1.0,1.0,7.0,0.063636,"[""iscube""]",True,True,,,True,-0.7347895181991573,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.13724708140448957
humaneval_077__gpt5_model__paraphrase__paraphrase_e__r5.json,humaneval_077,HumanEval/77,Iscube,iscube,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,success,,,139.0,9.0,4.0,2.0,1.0,9.0,0.064748,"[""iscube""]",True,True,,,True,-0.1647397821525855,0.8441379977805259,1.20807958800039,-0.31167166746947106,0.1756899208700433
humaneval_078__claude_model__paraphrase__paraphrase_a__r1.json,humaneval_078,HumanEval/78,Hex Key,hex_key,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,1,success,,,31.0,9.0,0.0,0.0,1.0,1.0,0.032258,"[""hex_key""]",True,True,,,True,-0.1647397821525855,-0.8369573367227258,-0.7263271624051328,-0.31167166746947106,-0.9475185811406023
humaneval_078__claude_model__paraphrase__paraphrase_a__r2.json,humaneval_078,HumanEval/78,Hex Key,hex_key,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,2,success,,,31.0,9.0,0.0,0.0,1.0,1.0,0.032258,"[""hex_key""]",True,True,,,True,-0.1647397821525855,-0.8369573367227258,-0.7263271624051328,-0.31167166746947106,-0.9475185811406023
humaneval_078__claude_model__paraphrase__paraphrase_a__r3.json,humaneval_078,HumanEval/78,Hex Key,hex_key,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,3,success,,,31.0,9.0,0.0,0.0,1.0,1.0,0.032258,"[""hex_key""]",True,True,,,True,-0.1647397821525855,-0.8369573367227258,-0.7263271624051328,-0.31167166746947106,-0.9475185811406023
humaneval_078__claude_model__paraphrase__paraphrase_a__r4.json,humaneval_078,HumanEval/78,Hex Key,hex_key,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,4,success,,,31.0,9.0,0.0,0.0,1.0,1.0,0.032258,"[""hex_key""]",True,True,,,True,-0.1647397821525855,-0.8369573367227258,-0.7263271624051328,-0.31167166746947106,-0.9475185811406023
