problem_id,task_id,model_name,model_id,provider,num_samples,num_valid_vectors,structural_variance,sds,success_rate
humaneval_151,HumanEval/151,claude_model,claude-sonnet-4-6,anthropic,25,25,0.013143520697883816,0.23025238768264666,0.0
humaneval_151,HumanEval/151,deepseek_model,deepseek-flash,deepseek,25,25,2.0810712644831864e-05,0.006629647434508425,0.0
humaneval_151,HumanEval/151,gpt5_model,gpt-5-mini,openai,25,25,0.49850531318931335,1.4902102050153456,0.2
humaneval_152,HumanEval/152,claude_model,claude-sonnet-4-6,anthropic,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_152,HumanEval/152,deepseek_model,deepseek-flash,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_152,HumanEval/152,gpt5_model,gpt-5-mini,openai,25,25,0.029293925486938786,0.2706262865977303,1.0
humaneval_153,HumanEval/153,claude_model,claude-sonnet-4-6,anthropic,25,25,0.38424401932025876,1.2931473125989035,1.0
humaneval_153,HumanEval/153,deepseek_model,deepseek-flash,deepseek,25,25,0.1634151365269378,0.5875904279785508,1.0
humaneval_153,HumanEval/153,gpt5_model,gpt-5-mini,openai,25,25,0.2049326272065765,0.755348609608893,1.0
humaneval_154,HumanEval/154,claude_model,claude-sonnet-4-6,anthropic,25,25,0.015240032435704995,0.20239863435106237,0.0
humaneval_154,HumanEval/154,deepseek_model,deepseek-flash,deepseek,25,25,0.10252367030874562,0.48354660392433657,0.76
humaneval_154,HumanEval/154,gpt5_model,gpt-5-mini,openai,25,25,0.30620849629240454,1.01749267214553,0.8
humaneval_155,HumanEval/155,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0864625331231226,0.4273275909136163,1.0
humaneval_155,HumanEval/155,deepseek_model,deepseek-flash,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_155,HumanEval/155,gpt5_model,gpt-5-mini,openai,25,25,0.21677187330884737,0.8959047498120247,1.0
humaneval_156,HumanEval/156,claude_model,claude-sonnet-4-6,anthropic,25,25,4.930380657631324e-33,1.5700924586837752e-16,1.0
humaneval_156,HumanEval/156,deepseek_model,deepseek-flash,deepseek,25,25,0.07544632159124325,0.6023780738633667,1.0
humaneval_156,HumanEval/156,gpt5_model,gpt-5-mini,openai,25,25,0.06947564028697548,0.5517375755840149,1.0
humaneval_157,HumanEval/157,claude_model,claude-sonnet-4-6,anthropic,25,25,1.1411225729849717e-05,0.007400938015095049,1.0
humaneval_157,HumanEval/157,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_157,HumanEval/157,gpt5_model,gpt-5-mini,openai,25,25,0.03325021079783136,0.353630542245634,1.0
humaneval_158,HumanEval/158,claude_model,claude-sonnet-4-6,anthropic,25,25,0.025326657671660334,0.3161732114265222,1.0
humaneval_158,HumanEval/158,deepseek_model,deepseek-flash,deepseek,25,25,0.16326791442380995,0.6824519428719314,1.0
humaneval_158,HumanEval/158,gpt5_model,gpt-5-mini,openai,25,25,0.09793203367473505,0.5910602450955781,1.0
humaneval_159,HumanEval/159,claude_model,claude-sonnet-4-6,anthropic,25,25,5.5466782398352394e-33,1.6653345369377348e-16,1.0
humaneval_159,HumanEval/159,deepseek_model,deepseek-flash,deepseek,25,25,5.5466782398352394e-33,1.6653345369377348e-16,1.0
humaneval_159,HumanEval/159,gpt5_model,gpt-5-mini,openai,25,25,0.1918400792303424,0.7752857108929948,1.0
humaneval_160,HumanEval/160,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0004407502446138147,0.03442000374087631,1.0
humaneval_160,HumanEval/160,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_160,HumanEval/160,gpt5_model,gpt-5-mini,openai,25,25,1.5914986181211686,2.437245614837989,0.56
humaneval_161,HumanEval/161,claude_model,claude-sonnet-4-6,anthropic,25,25,0.002320578680820214,0.1069383548549444,1.0
humaneval_161,HumanEval/161,deepseek_model,deepseek-flash,deepseek,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_161,HumanEval/161,gpt5_model,gpt-5-mini,openai,25,25,0.12830382831940362,0.7338520530545678,1.0
humaneval_162,HumanEval/162,claude_model,claude-sonnet-4-6,anthropic,25,25,0.011791774068110942,0.23790862852560124,1.0
humaneval_162,HumanEval/162,deepseek_model,deepseek-flash,deepseek,25,25,1.0477058897466563e-32,2.288783399261118e-16,1.0
humaneval_162,HumanEval/162,gpt5_model,gpt-5-mini,openai,25,25,0.1187793954479546,0.7386685213605502,1.0
humaneval_163,HumanEval/163,claude_model,claude-sonnet-4-6,anthropic,25,25,1.353958183022001e-05,0.006582299131511871,0.0
humaneval_163,HumanEval/163,deepseek_model,deepseek-flash,deepseek,25,25,0.11162903377278759,0.6627392745793269,0.0
humaneval_163,HumanEval/163,gpt5_model,gpt-5-mini,openai,25,25,0.1320134731562645,0.6942280506975131,0.08
